Title,Image_URL,Image_Saved
Sistine Chapel ceiling,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Tomb_of_Pope_Julius_II_-_Adriano_Marinazzo.jpg/220px-Tomb_of_Pope_Julius_II_-_Adriano_Marinazzo.jpg,images\Sistine_Chapel_ceiling.jpg
Auseklis,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Draig.svg/16px-Draig.svg.png,images\Auseklis.jpg
Expanding Earth,https://upload.wikimedia.org/wikipedia/commons/6/6e/S_Warren_Carey.jpg,images\Expanding_Earth.jpg
Donyi-Polo,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/32px-Flag_of_India.svg.png,images\Donyi-Polo.jpg
Viktor Ambartsumian,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Byurakan_2.jpg/280px-Byurakan_2.jpg,
Glossary of physics,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Glossary_of_physics.jpg
Parent body,,
Collis (planetary nomenclature),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Nimloth_Colles_%28Cassini%2C_T43%29.png/300px-Nimloth_Colles_%28Cassini%2C_T43%29.png,
Adam–God doctrine,,
Swiss franc,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/16px-Flag_of_Switzerland_%28Pantone%29.svg.png,images\Swiss_franc.jpg
Order of magnitude,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Order_of_magnitude.jpg
Weight,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Weegschaal-1.jpg/125px-Weegschaal-1.jpg,
Reaction (physics),,
